,Classification,Discipline,Position,query_text,MatchedUniclassTitle,MatchedUniclassCode,BiEncScore,CrossEncScore,Alternates_CE_Top3,IsConfident
2,Acradis PAA Salary,Design Management,Design Manager - North,Classification: Acradis PAA Salary | Discipline: Design Management | Position: Design Manager - North,Design manager,Ro_50_10_22,0.5543,-3.6704,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.777615547180176}, {'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -7.7109551429748535}]",False
1162,Jacobs PAA Salary,Structures,Structural Engineering,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Structural Engineering,Structural engineer,Ro_50_20_83,0.5825,-2.8643,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -6.891758441925049}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -7.621472358703613}]",False
1163,Jacobs PAA Salary,,Senior CAD Technician - Rail,Classification: Jacobs PAA Salary | Position: Senior CAD Technician - Rail,Rail traction technician,Ro_70_70_72,0.5261,-5.5503,"[{'title': 'Rail engineer', 'code': 'Ro_50_20_70', 'ce_score': -6.061314105987549}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'ce_score': -7.1088786125183105}]",False
1164,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
1165,Jacobs PAA Salary,Structures,Revit modeler,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Revit modeler,Architectural technologist,Ro_50_10_05,0.3965,-9.8115,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.879071235656738}, {'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -10.387774467468262}]",False
1166,Jacobs PAA Salary,Structures,BIM MODLER,Classification: Jacobs PAA Salary | Discipline: Structures | Position: BIM MODLER,Structural engineer,Ro_50_20_83,0.4248,-8.2816,"[{'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -9.430557250976562}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.473588943481445}]",False
1167,Jacobs PAA Salary,Structures,Strucure Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Strucure Engineer,Structural engineer,Ro_50_20_83,0.5385,-5.6587,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.569307327270508}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -8.297096252441406}]",False
1168,Jacobs PAA Salary,Structures,Revit Modeler,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Revit Modeler,Architectural technologist,Ro_50_10_05,0.3965,-9.8115,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.879071235656738}, {'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -10.387774467468262}]",False
1169,Arcadis GEC,,,Classification: Arcadis GEC,Information reviewer,Ro_30_10_45,0.2912,-10.9329,"[{'title': 'Hazardous materials surveyor', 'code': 'Ro_70_10_35', 'ce_score': -11.128325462341309}, {'title': 'Land agent', 'code': 'Ro_10_30_46', 'ce_score': -11.155539512634277}]",False
1170,Arcadis GEC,,,Classification: Arcadis GEC,Information reviewer,Ro_30_10_45,0.2912,-10.9329,"[{'title': 'Hazardous materials surveyor', 'code': 'Ro_70_10_35', 'ce_score': -11.128325462341309}, {'title': 'Land agent', 'code': 'Ro_10_30_46', 'ce_score': -11.155539512634277}]",False
1171,Jacobs PAA Salary,Building Structures,Principal Structural Engineer,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Principal Structural Engineer,Structural engineer,Ro_50_20_83,0.592,-3.1912,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -4.427851676940918}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -4.789020538330078}]",False
1172,Jacobs PAA Salary,Building Structures,Principal Structural Engineer - Buildings,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Principal Structural Engineer - Buildings,Structural engineer,Ro_50_20_83,0.5619,-3.4058,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -4.55307674407959}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -4.77562952041626}]",False
1173,Jacobs PAA Salary,Contamination,Hydrogeologist,Classification: Jacobs PAA Salary | Discipline: Contamination | Position: Hydrogeologist,Hydrologist,Ro_70_30_39,0.5116,-5.8822,"[{'title': 'Environmental officer', 'code': 'Ro_30_30_26', 'ce_score': -8.487571716308594}, {'title': 'Environmental assessor', 'code': 'Ro_70_30_27', 'ce_score': -8.503570556640625}]",False
1174,Jacobs PAA Salary,,Housing Allowance,Classification: Jacobs PAA Salary | Position: Housing Allowance,Facilities manager,Ro_10_40_30,0.3404,-10.4,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -10.556163787841797}, {'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -10.716363906860352}]",False
1175,Acradis PAA Salary,Road Civil,Civil Engineer,Classification: Acradis PAA Salary | Discipline: Road Civil | Position: Civil Engineer,Civil engineer,Ro_50_20_11,0.5397,-3.4282,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -7.248867988586426}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -7.759839057922363}]",False
1176,Jacobs PAA Salary,Digital Engineering,SME,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: SME,Digital engineer,Ro_50_20_26,0.5028,-4.0909,"[{'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -7.343031883239746}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -7.364738464355469}]",False
1177,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
1178,Acradis PAA Salary,Structures,Graduate Structural Engineer,Classification: Acradis PAA Salary | Discipline: Structures | Position: Graduate Structural Engineer,Structural engineer,Ro_50_20_83,0.5997,-4.1656,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.209952354431152}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -7.661322593688965}]",False
1179,Jacobs PAA Salary,Road Civil,Principal Civil Engineer,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Principal Civil Engineer,Civil engineer,Ro_50_20_11,0.4956,-4.6841,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -6.716909408569336}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -7.429606914520264}]",False
1180,Jacobs PAA Salary,Digital Engineering,SME,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: SME,Digital engineer,Ro_50_20_26,0.5028,-4.0909,"[{'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -7.343031883239746}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -7.364738464355469}]",False
1181,Arcadis GEC,Structures,Engineer,Classification: Arcadis GEC | Discipline: Structures | Position: Engineer,Structural engineer,Ro_50_20_83,0.4619,-5.1436,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -7.039734840393066}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.182300567626953}]",False
1182,Jacobs PAA Salary,Lighting,Lighting and Electrical Engineer (Surface),Classification: Jacobs PAA Salary | Discipline: Lighting | Position: Lighting and Electrical Engineer (Surface),Electrical services engineer,Ro_50_20_30,0.486,-4.3067,"[{'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -5.0098137855529785}, {'title': 'Lighting designer', 'code': 'Ro_50_10_50', 'ce_score': -5.151865482330322}]",False
1183,Jacobs PAA Salary,Utilities,Designer,Classification: Jacobs PAA Salary | Discipline: Utilities | Position: Designer,Utilities surveyor,Ro_70_10_93,0.452,-7.4158,"[{'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -8.29258918762207}, {'title': 'Urban designer', 'code': 'Ro_50_30_94', 'ce_score': -8.485970497131348}]",False
1184,Jacobs PAA Salary,Digital Engineering,SME,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: SME,Digital engineer,Ro_50_20_26,0.5028,-4.0909,"[{'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -7.343031883239746}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -7.364738464355469}]",False
1185,Acradis PAA Salary,Drafting,Drafter,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Drafter,Associate,Ro_10_10_05,0.3676,-9.336,"[{'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -9.996883392333984}, {'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -10.272318840026855}]",False
1186,Acradis PAA Salary,Road Civil,Signs and Lines Design Coordinator,Classification: Acradis PAA Salary | Discipline: Road Civil | Position: Signs and Lines Design Coordinator,Civil engineer,Ro_50_20_11,0.4656,-8.9042,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -9.62016487121582}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.659125328063965}]",False
1187,Acradis PAA Salary,Drainage,Drainage engineer,Classification: Acradis PAA Salary | Discipline: Drainage | Position: Drainage engineer,Drainage engineer,Ro_50_20_28,0.6582,-1.5568,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -7.092391014099121}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.957914352416992}]",False
1188,Acradis PAA Salary,Structures,Internal Verification / Checker,Classification: Acradis PAA Salary | Discipline: Structures | Position: Internal Verification / Checker,Architectural technologist,Ro_50_10_05,0.41,-8.9012,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -9.337635040283203}, {'title': 'Chief financial officer', 'code': 'Ro_10_10_16', 'ce_score': -9.82593822479248}]",False
1189,Acradis PAA Salary,Building Structures,STNP Building Structrues,Classification: Acradis PAA Salary | Discipline: Building Structures | Position: STNP Building Structrues,Building services engineer,Ro_50_20_08,0.4876,-8.1299,"[{'title': 'Building surveyor', 'code': 'Ro_70_10_11', 'ce_score': -8.203128814697266}, {'title': 'Building control officer', 'code': 'Ro_30_30_09', 'ce_score': -8.252694129943848}]",False
1190,Arcadis GEC,Drafting,Senior Bim Modeller,Classification: Arcadis GEC | Discipline: Drafting | Position: Senior Bim Modeller,Architectural technologist,Ro_50_10_05,0.4063,-9.7645,"[{'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -9.78729248046875}, {'title': 'Design manager', 'code': 'Ro_50_10_22', 'ce_score': -9.790343284606934}]",False
1191,Acradis PAA Salary,Project Management,Planning Manager,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Planning Manager,Project manager,Ro_30_10_67,0.5434,-4.2913,"[{'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -4.604190826416016}, {'title': 'Planning consultant', 'code': 'Ro_70_10_64', 'ce_score': -5.398175239562988}]",False
1192,Acradis PAA Salary,Drafting,Civil Drafter,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Civil Drafter,Civil engineer,Ro_50_20_11,0.3764,-7.4709,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -9.475935935974121}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -10.152918815612793}]",False
1193,Arcadis GEC,Geotechnical,Geotechnical Engineer,Classification: Arcadis GEC | Discipline: Geotechnical | Position: Geotechnical Engineer,Geotechnical engineer,Ro_50_20_37,0.7159,-0.8941,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -3.0954718589782715}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.367807388305664}]",False
1194,Jacobs PAA Salary,Road Civil,Senior Civil Engineer,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Senior Civil Engineer,Civil engineer,Ro_50_20_11,0.4979,-4.5486,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -6.885351657867432}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.087269306182861}]",False
1195,Jacobs PAA Salary,Structures,Design Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Design Engineer,Structural engineer,Ro_50_20_83,0.518,-5.5353,"[{'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -6.912121772766113}, {'title': 'Architectural designer', 'code': 'Ro_50_10_04', 'ce_score': -6.971392631530762}]",False
1196,Jacobs PAA Salary,Structures,Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Engineer,Structural engineer,Ro_50_20_83,0.4831,-5.175,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -7.615023136138916}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -8.0438871383667}]",False
1197,Jacobs PAA Salary,Structures,Lead Revit modeler and Technician,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Lead Revit modeler and Technician,Construction lead,Ro_30_50_19,0.4135,-6.7123,"[{'title': 'Design lead', 'code': 'Ro_30_50_25', 'ce_score': -7.8589887619018555}, {'title': 'Project lead', 'code': 'Ro_30_50_70', 'ce_score': -7.98505973815918}]",False
1198,Jacobs PAA Salary,Building Structures,BIM Modeller,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: BIM Modeller,Structural engineer,Ro_50_20_83,0.5322,-7.5152,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.681788444519043}, {'title': 'Building designer', 'code': 'Ro_50_10_10', 'ce_score': -7.892356872558594}]",False
1199,Jacobs PAA Salary,Building Structures,Structural Engineer,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Structural Engineer,Structural engineer,Ro_50_20_83,0.5814,-2.3216,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -4.779309272766113}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -6.355428695678711}]",False
1200,Jacobs PAA Salary,Tunnels,Verifier,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Verifier,Tunnel engineer,Ro_50_20_91,0.4475,-6.7458,"[{'title': 'Hydraulic engineer', 'code': 'Ro_50_20_42', 'ce_score': -9.250659942626953}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.397113800048828}]",False
1201,,Geotechnical,Geotechnical Engineer,Discipline: Geotechnical | Position: Geotechnical Engineer,Geotechnical engineer,Ro_50_20_37,0.8573,3.5411,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': 0.6526879072189331}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.759157657623291}]",True
1202,Jacobs PAA Salary,Tunnels,Structural Engineer,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Structural Engineer,Structural engineer,Ro_50_20_83,0.573,-3.0835,"[{'title': 'Tunnel engineer', 'code': 'Ro_50_20_91', 'ce_score': -4.251693248748779}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.078060150146484}]",False
1203,,Building Structures,BIM Modeller,Discipline: Building Structures | Position: BIM Modeller,Structural engineer,Ro_50_20_83,0.5483,-7.3453,"[{'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -7.667778968811035}, {'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -7.916079521179199}]",False
1204,Jacobs PAA Salary,Building Structures,Structural Engineer,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Structural Engineer,Structural engineer,Ro_50_20_83,0.5814,-2.3216,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -4.779309272766113}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -6.355428695678711}]",False
1205,,Drafting,BIM Modeller,Discipline: Drafting | Position: BIM Modeller,Surveyor and planner roles,Ro_70_10,0.4837,-9.7621,"[{'title': 'Design manager', 'code': 'Ro_50_10_22', 'ce_score': -10.013224601745605}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -10.151620864868164}]",False
1206,,Pavements,Pavement Engineer/ Drafter,Discipline: Pavements | Position: Pavement Engineer/ Drafter,Traffic engineer,Ro_50_20_90,0.6039,-3.8312,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -4.809201717376709}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -5.328818321228027}]",False
1207,,Structures,Engineer,Discipline: Structures | Position: Engineer,Structural engineer,Ro_50_20_83,0.6631,-0.605,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -4.527339458465576}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -4.9598894119262695}]",False
1208,,Pavements,Pavement Engineer/Drafter,Discipline: Pavements | Position: Pavement Engineer/Drafter,Traffic engineer,Ro_50_20_90,0.6039,-3.8312,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -4.809201717376709}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -5.328818321228027}]",False
1209,Jacobs PAA Salary,Drafting,ITS Drafter,Classification: Jacobs PAA Salary | Discipline: Drafting | Position: ITS Drafter,Carpenter,Ro_70_50_12,0.3591,-9.9824,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -10.32890796661377}, {'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -10.371143341064453}]",False
1210,Jacobs PAA Salary,Structures,BIM Modeler /  Drafter,Classification: Jacobs PAA Salary | Discipline: Structures | Position: BIM Modeler /  Drafter,Construction manager,Ro_70_65_15,0.4329,-9.6863,"[{'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -9.777595520019531}, {'title': 'Architect', 'code': 'Ro_50_10_03', 'ce_score': -10.303430557250977}]",False
1211,Jacobs PAA Salary,Road Civil,Civil Engineer,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Civil Engineer,Civil engineer,Ro_50_20_11,0.4925,-3.708,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.18345832824707}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -7.194716453552246}]",False
1212,,Building Structures,Buildings Structure Engineer,Discipline: Building Structures | Position: Buildings Structure Engineer,Structural engineer,Ro_50_20_83,0.6866,-1.2133,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -1.5446903705596924}, {'title': 'Facade engineer', 'code': 'Ro_50_10_29', 'ce_score': -3.811398983001709}]",False
1213,Jacobs PAA Salary,Structures,Bridge-Technician,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Bridge-Technician,Bridge engineer,Ro_50_20_06,0.538,-4.5228,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -6.6270036697387695}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -8.013917922973633}]",False
1214,Arcadis GEC,Drafting,BIM Coordinator,Classification: Arcadis GEC | Discipline: Drafting | Position: BIM Coordinator,Planning officer,Ro_30_30_65,0.425,-9.0773,"[{'title': 'Development control officer', 'code': 'Ro_30_30_20', 'ce_score': -9.53732681274414}, {'title': 'Specification consultant', 'code': 'Ro_30_10_80', 'ce_score': -9.670431137084961}]",False
1215,Acradis PAA Salary,Project Management,Projcect Manager GEC,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Projcect Manager GEC,Project manager,Ro_30_10_67,0.5244,-5.5521,"[{'title': 'Manager', 'code': 'Ro_10_10_50', 'ce_score': -8.328336715698242}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -8.392662048339844}]",False
1216,Arcadis GEC,In-tunnel Structures,Package Lead,Classification: Arcadis GEC | Discipline: In-tunnel Structures | Position: Package Lead,Tunnel engineer,Ro_50_20_91,0.504,-7.3952,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -8.738574028015137}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -9.078483581542969}]",False
1217,Acradis PAA Salary,Structures,Senior Structural Engineer,Classification: Acradis PAA Salary | Discipline: Structures | Position: Senior Structural Engineer,Structural engineer,Ro_50_20_83,0.5824,-3.7397,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -6.55325984954834}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -7.1630659103393555}]",False
1218,Acradis PAA Salary,Drainage,Drainage Engineer,Classification: Acradis PAA Salary | Discipline: Drainage | Position: Drainage Engineer,Drainage engineer,Ro_50_20_28,0.6582,-1.5568,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -7.092391014099121}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.957914352416992}]",False
1219,,Drafting,Civil CAD Drafter,Discipline: Drafting | Position: Civil CAD Drafter,Civil engineer,Ro_50_20_11,0.5158,-6.2374,"[{'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -9.773951530456543}, {'title': 'Surveyor and planner roles', 'code': 'Ro_70_10', 'ce_score': -10.201324462890625}]",False
1220,Acradis PAA Salary,Structures,Principal Engineer,Classification: Acradis PAA Salary | Discipline: Structures | Position: Principal Engineer,Principal contractor,Ro_30_30_67,0.4973,-5.9711,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -6.2926926612854}, {'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -7.170100212097168}]",False
1221,Acradis PAA Salary,Structures,Engineer,Classification: Acradis PAA Salary | Discipline: Structures | Position: Engineer,Structural engineer,Ro_50_20_83,0.439,-5.987,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -7.756895542144775}, {'title': 'Commissioning engineer', 'code': 'Ro_30_10_17', 'ce_score': -8.4541015625}]",False
1222,Acradis PAA Salary,Drafting,Structural Modeller,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Structural Modeller,Construction manager,Ro_70_65_15,0.4027,-8.8536,"[{'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -8.88027572631836}, {'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -9.203081130981445}]",False
1223,Acradis PAA Salary,Drafting,Structural Drafter,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Structural Drafter,Construction manager,Ro_70_65_15,0.3901,-8.3238,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -8.947553634643555}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -9.530815124511719}]",False
1224,Acradis PAA Salary,Drafting,Senior Modeller,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Senior Modeller,Associate,Ro_10_10_05,0.4238,-9.5026,"[{'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -10.15186882019043}, {'title': 'Development control officer', 'code': 'Ro_30_30_20', 'ce_score': -10.37277603149414}]",False
1225,Acradis PAA Salary,Structures,Engineer,Classification: Acradis PAA Salary | Discipline: Structures | Position: Engineer,Structural engineer,Ro_50_20_83,0.439,-5.987,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -7.756895542144775}, {'title': 'Commissioning engineer', 'code': 'Ro_30_10_17', 'ce_score': -8.4541015625}]",False
1226,Acradis PAA Salary,Drafting,Structural Drafter,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Structural Drafter,Construction manager,Ro_70_65_15,0.3901,-8.3238,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -8.947553634643555}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -9.530815124511719}]",False
1227,Jacobs PAA Salary,Structures,BIM MODELER,Classification: Jacobs PAA Salary | Discipline: Structures | Position: BIM MODELER,Structural engineer,Ro_50_20_83,0.432,-8.4708,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.658283233642578}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -9.659103393554688}]",False
1228,Jacobs PAA Salary,Geotechnical,Geotechnical Reviewer,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Geotechnical Reviewer,Geotechnical engineer,Ro_50_20_37,0.6492,-2.9972,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -3.398867130279541}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.06700325012207}]",False
1229,Jacobs PAA Salary,Tunnels,Senior Engineer,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Senior Engineer,Tunnel engineer,Ro_50_20_91,0.5753,-4.151,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.023602485656738}, {'title': 'Rail engineer', 'code': 'Ro_50_20_70', 'ce_score': -7.162424087524414}]",False
1230,Jacobs PAA Salary,Design Management,Designer,Classification: Jacobs PAA Salary | Discipline: Design Management | Position: Designer,Design manager,Ro_50_10_22,0.5409,-3.4734,"[{'title': 'Architectural designer', 'code': 'Ro_50_10_04', 'ce_score': -5.996269702911377}, {'title': 'Building designer', 'code': 'Ro_50_10_10', 'ce_score': -6.007059574127197}]",False
1231,Acradis PAA Salary,Project Management,Projectwide Design Manager,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Projectwide Design Manager,Design manager,Ro_50_10_22,0.5309,-4.0986,"[{'title': 'Project manager', 'code': 'Ro_30_10_67', 'ce_score': -4.512805461883545}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -6.313313007354736}]",False
1232,,Drafting,Cad Technician - Civil,Discipline: Drafting | Position: Cad Technician - Civil,Civil engineer,Ro_50_20_11,0.5452,-4.6304,"[{'title': 'Technician', 'code': 'Ro_10_10_88', 'ce_score': -7.8215131759643555}, {'title': 'Surveyor and planner roles', 'code': 'Ro_70_10', 'ce_score': -9.672039985656738}]",False
1233,,Structures,Structural Engineer,Discipline: Structures | Position: Structural Engineer,Structural engineer,Ro_50_20_83,0.7758,1.7564,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -4.612057685852051}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -5.170563697814941}]",True
1234,Acradis PAA Salary,Project Management,QS,Classification: Acradis PAA Salary | Discipline: Project Management | Position: QS,Project manager,Ro_30_10_67,0.4739,-5.7619,"[{'title': 'Management consultant', 'code': 'Ro_10_40_52', 'ce_score': -8.587540626525879}, {'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -8.689525604248047}]",False
1235,,Drafting,Cad Technician,Discipline: Drafting | Position: Cad Technician,Technician,Ro_10_10_88,0.5061,-7.3431,"[{'title': 'Signalling technician', 'code': 'Ro_70_65_79', 'ce_score': -9.01322078704834}, {'title': 'Engineering design roles', 'code': 'Ro_50_20', 'ce_score': -9.134088516235352}]",False
